#CHROM	FROM	TO	EBR
MTB_anc	3847131	3847137	0.69
MTB_anc	3847137	3847138	0.53
MTB_anc	3847138	3847153	0.69
MTB_anc	3847153	3847154	0.64
MTB_anc	3847154	3847155	0.61
MTB_anc	3847155	3847174	0.69
MTB_anc	3847174	3847177	0.67
MTB_anc	3847177	3847183	0.69
MTB_anc	3847183	3847215	0.72
MTB_anc	3847215	3847235	0.94
MTB_anc	3847235	3847282	0.97
MTB_anc	3847282	3847283	0.94
MTB_anc	3847283	3847380	0.97
MTB_anc	3847380	3847507	1
MTB_anc	3847507	3847509	0.97
MTB_anc	3847509	3847511	1
MTB_anc	3847511	3847512	0.97
MTB_anc	3847512	3847681	1
MTB_anc	3847681	3847694	0.97
MTB_anc	3847694	3847700	0.94
MTB_anc	3847700	3847701	0.92
MTB_anc	3847701	3847703	0.83
MTB_anc	3847703	3847706	0.78
MTB_anc	3847706	3847707	0.81
MTB_anc	3847707	3847709	0.83
MTB_anc	3847709	3847711	0.81
MTB_anc	3847711	3847712	0.83
MTB_anc	3847712	3847721	0.92
MTB_anc	3847721	3847725	0.94
MTB_anc	3847725	3847727	1
MTB_anc	3847727	3847730	0.97
MTB_anc	3847730	3851864	1
MTB_anc	3851864	3851868	0.94
MTB_anc	3851868	3851876	0.97
MTB_anc	3851876	3851879	0.94
MTB_anc	3851879	3851880	0.97
MTB_anc	3851880	3851885	0.94
MTB_anc	3851885	3851897	0.97
MTB_anc	3851897	3852785	1
MTB_anc	3852785	3852795	0.97
MTB_anc	3852795	3853489	1
MTB_anc	3853489	3853490	0.97
MTB_anc	3853490	3853548	1
MTB_anc	3853548	3853549	0.97
MTB_anc	3853549	3856339	1
MTB_anc	3856339	3856365	0.97
MTB_anc	3856365	3860036	1
MTB_anc	3860036	3860044	0.97
MTB_anc	3860044	3861198	1
MTB_anc	3861198	3861230	0.97
MTB_anc	3861230	3861913	1
MTB_anc	3861913	3861918	0.97
MTB_anc	3861918	3861920	0.94
MTB_anc	3861920	3861921	0.92
MTB_anc	3861921	3861933	0.94
MTB_anc	3861933	3861949	0.97
MTB_anc	3861949	3862290	1
MTB_anc	3862290	3862473	0.97
MTB_anc	3862473	3862474	1
MTB_anc	3862474	3862570	0.94
MTB_anc	3862570	3862571	0.92
MTB_anc	3862571	3862576	0.89
MTB_anc	3862576	3862577	0.92
MTB_anc	3862577	3862579	0.89
MTB_anc	3862579	3862585	0.94
MTB_anc	3862585	3862586	0.97
MTB_anc	3862586	3862589	0.94
MTB_anc	3862589	3862590	0.97
MTB_anc	3862590	3863828	1
MTB_anc	3863828	3863830	0.97
MTB_anc	3863830	3863833	1
MTB_anc	3863833	3863850	0.97
MTB_anc	3863850	3863905	1
MTB_anc	3863905	3863916	0.97
MTB_anc	3863916	3864170	1
MTB_anc	3864170	3864176	0.97
MTB_anc	3864176	3864183	1
MTB_anc	3864183	3864216	0.97
MTB_anc	3864216	3866186	1
MTB_anc	3866186	3866187	0.97
MTB_anc	3866187	3868231	1
MTB_anc	3868231	3868232	0.97
MTB_anc	3868232	3871397	1
MTB_anc	3871397	3871430	0.97
MTB_anc	3871430	3873509	1
MTB_anc	3873509	3873514	0.97
MTB_anc	3873514	3873516	0.94
MTB_anc	3873516	3873519	0.97
MTB_anc	3873519	3873527	0.94
MTB_anc	3873527	3873528	0.89
MTB_anc	3873528	3873540	0.86
MTB_anc	3873540	3873541	0.89
MTB_anc	3873541	3873548	0.92
MTB_anc	3873548	3873553	0.97
MTB_anc	3873553	3874725	1
MTB_anc	3874725	3874738	0.97
MTB_anc	3874738	3874830	1
MTB_anc	3874830	3874848	0.97
MTB_anc	3874848	3874866	1
MTB_anc	3874866	3874870	0.97
MTB_anc	3874870	3874881	1
MTB_anc	3874881	3874882	0.97
MTB_anc	3874882	3875071	1
MTB_anc	3875071	3875073	0.97
MTB_anc	3875073	3878545	1
MTB_anc	3878545	3878549	0.97
MTB_anc	3878549	3878556	0.94
MTB_anc	3878556	3878562	0.92
MTB_anc	3878562	3878563	0.89
MTB_anc	3878563	3878566	0.86
MTB_anc	3878566	3878568	0.83
MTB_anc	3878568	3878570	0.81
MTB_anc	3878570	3878572	0.78
MTB_anc	3878572	3878595	0.67
MTB_anc	3878595	3878596	0.64
MTB_anc	3878596	3878625	0.67
MTB_anc	3878625	3878627	0.69
MTB_anc	3878627	3878628	0.75
MTB_anc	3878628	3878632	0.78
MTB_anc	3878632	3878634	0.83
MTB_anc	3878634	3878635	0.86
MTB_anc	3878635	3878636	0.83
MTB_anc	3878636	3878638	0.89
MTB_anc	3878638	3878646	0.92
MTB_anc	3878646	3878649	0.94
MTB_anc	3878649	3878654	0.97
MTB_anc	3878654	3880591	1
MTB_anc	3880591	3880592	0.97
MTB_anc	3880592	3883657	1
MTB_anc	3883657	3883660	0.97
MTB_anc	3883660	3883666	1
MTB_anc	3883666	3883682	0.97
MTB_anc	3883682	3883725	0.94
MTB_anc	3883725	3883795	0.92
MTB_anc	3883795	3883803	0.89
MTB_anc	3883803	3883806	0.86
MTB_anc	3883806	3883808	0.89
MTB_anc	3883808	3883809	0.86
MTB_anc	3883809	3883815	0.83
MTB_anc	3883815	3883816	0.81
MTB_anc	3883816	3883819	0.92
MTB_anc	3883819	3883823	0.81
MTB_anc	3883823	3883826	0.83
MTB_anc	3883826	3883847	0.81
MTB_anc	3883847	3883848	0.78
MTB_anc	3883848	3883854	0.75
MTB_anc	3883854	3883859	0.72
MTB_anc	3883859	3883860	0.69
MTB_anc	3883860	3883873	0.64
MTB_anc	3883873	3883877	0.61
MTB_anc	3883877	3883885	0.58
MTB_anc	3883885	3883887	0.56
MTB_anc	3883887	3883892	0.58
MTB_anc	3883892	3883895	0.56
MTB_anc	3883895	3883900	0.58
MTB_anc	3883900	3883903	0.56
MTB_anc	3883903	3883908	0.53
MTB_anc	3883908	3883909	0.5
MTB_anc	3883909	3883911	0.47
MTB_anc	3883911	3883913	0.5
MTB_anc	3883913	3883931	0.44
MTB_anc	3883931	3883933	0.42
MTB_anc	3883933	3883941	0.39
MTB_anc	3883941	3883942	0.36
MTB_anc	3883942	3883955	0.39
MTB_anc	3883955	3883956	0.36
MTB_anc	3883956	3883961	0.39
MTB_anc	3883961	3883977	0.36
MTB_anc	3883977	3883984	0.33
MTB_anc	3883984	3883985	0.31
MTB_anc	3883985	3883986	0.33
MTB_anc	3883986	3883990	0.31
MTB_anc	3883990	3884003	0.28
MTB_anc	3884003	3884013	0.25
MTB_anc	3884013	3884017	0.22
MTB_anc	3884017	3884018	0.19
MTB_anc	3884018	3884019	0.17
MTB_anc	3884019	3884036	0.14
MTB_anc	3884036	3884050	0.11
MTB_anc	3884050	3884057	0.083
MTB_anc	3884057	3884063	0.11
MTB_anc	3884063	3884066	0.14
MTB_anc	3884066	3884072	0.11
MTB_anc	3884072	3884077	0.083
MTB_anc	3884077	3884152	0.056
MTB_anc	3884152	3884153	0.028
MTB_anc	3884153	3884155	0.056
MTB_anc	3884155	3884156	0.028
MTB_anc	3884156	3884216	0.056
MTB_anc	3884216	3884239	0.028
MTB_anc	3884239	3884259	0
MTB_anc	3884259	3884278	0.028
MTB_anc	3884278	3884385	0
MTB_anc	3884385	3884392	0.028
MTB_anc	3884392	3884399	0
MTB_anc	3884399	3884506	0.028
MTB_anc	3884506	3884508	0.056
MTB_anc	3884508	3884522	0.083
MTB_anc	3884522	3884542	0.11
MTB_anc	3884542	3884552	0.14
MTB_anc	3884552	3884554	0.17
MTB_anc	3884554	3884557	0.19
MTB_anc	3884557	3884559	0.22
MTB_anc	3884559	3884573	0.19
MTB_anc	3884573	3884574	0.22
MTB_anc	3884574	3884576	0.28
MTB_anc	3884576	3884583	0.25
MTB_anc	3884583	3884584	0.28
MTB_anc	3884584	3884585	0.31
MTB_anc	3884585	3884589	0.33
MTB_anc	3884589	3884592	0.36
MTB_anc	3884592	3884597	0.39
MTB_anc	3884597	3884598	0.36
MTB_anc	3884598	3884604	0.39
MTB_anc	3884604	3884617	0.42
MTB_anc	3884617	3884618	0.39
MTB_anc	3884618	3884620	0.42
MTB_anc	3884620	3884622	0.44
MTB_anc	3884622	3884625	0.42
MTB_anc	3884625	3884631	0.44
MTB_anc	3884631	3884633	0.47
MTB_anc	3884633	3884634	0.5
MTB_anc	3884634	3884637	0.53
MTB_anc	3884637	3884647	0.56
MTB_anc	3884647	3884651	0.53
MTB_anc	3884651	3884657	0.5
MTB_anc	3884657	3884659	0.53
MTB_anc	3884659	3884660	0.56
MTB_anc	3884660	3884671	0.58
MTB_anc	3884671	3884686	0.64
MTB_anc	3884686	3884700	0.67
MTB_anc	3884700	3884706	0.69
MTB_anc	3884706	3884707	0.67
MTB_anc	3884707	3884710	0.69
MTB_anc	3884710	3884711	0.64
MTB_anc	3884711	3884766	0.69
MTB_anc	3884766	3884821	0.72
MTB_anc	3884821	3884823	0.75
MTB_anc	3884823	3884836	0.78
MTB_anc	3884836	3884838	0.94
MTB_anc	3884838	3884875	0.97
MTB_anc	3884875	3884878	0.94
MTB_anc	3884878	3884907	0.97
MTB_anc	3884907	3890776	1
MTB_anc	3890776	3890779	0.83
MTB_anc	3890779	3892134	-1
MTB_anc	3892134	3892137	0
MTB_anc	3892137	3892477	0.97
MTB_anc	3892477	3894434	1
MTB_anc	3894434	3894435	0.97
MTB_anc	3894435	3894818	1
MTB_anc	3894818	3894819	0.97
MTB_anc	3894819	3895067	1
MTB_anc	3895067	3895068	0.97
MTB_anc	3895068	3895245	0.94
MTB_anc	3895245	3895248	1
MTB_anc	3895248	3895276	0.94
MTB_anc	3895276	3895287	0.92
MTB_anc	3895287	3895305	0.94
MTB_anc	3895305	3895331	1
MTB_anc	3895331	3895342	0.97
MTB_anc	3895342	3902719	1
MTB_anc	3902719	3902737	0.97
MTB_anc	3902737	3905346	1
MTB_anc	3905346	3905367	0.97
MTB_anc	3905367	3907627	1
MTB_anc	3907627	3907647	0.97
MTB_anc	3907647	3909743	1
MTB_anc	3909743	3909766	0.97
MTB_anc	3909766	3909778	1
MTB_anc	3909778	3909790	0.97
MTB_anc	3909790	3909792	1
MTB_anc	3909792	3909794	0.97
MTB_anc	3909794	3909797	0.94
MTB_anc	3909797	3909804	0.92
MTB_anc	3909804	3909806	0.97
MTB_anc	3909806	3909817	0.94
MTB_anc	3909817	3909820	0.97
MTB_anc	3909820	3910440	1
MTB_anc	3910440	3910441	0.97
MTB_anc	3910441	3910475	1
MTB_anc	3910475	3910496	0.97
MTB_anc	3910496	3910511	1
MTB_anc	3910511	3910528	0.97
MTB_anc	3910528	3910543	1
MTB_anc	3910543	3910547	0.97
MTB_anc	3910547	3910676	1
MTB_anc	3910676	3910686	0.97
MTB_anc	3910686	3911997	1
MTB_anc	3911997	3912034	0.97
MTB_anc	3912034	3918930	1
MTB_anc	3918930	3918955	0.97
MTB_anc	3918955	3918959	1
MTB_anc	3918959	3918960	0.97
MTB_anc	3918960	3918964	1
MTB_anc	3918964	3918978	0.97
MTB_anc	3918978	3918986	1
MTB_anc	3918986	3918989	0.97
MTB_anc	3918989	3919133	1
MTB_anc	3919133	3919134	0.97
MTB_anc	3919134	3919231	1
MTB_anc	3919231	3919240	0.97
MTB_anc	3919240	3920201	1
MTB_anc	3920201	3920207	0.97
MTB_anc	3920207	3920208	0.94
MTB_anc	3920208	3920210	1
MTB_anc	3920210	3920211	0.97
MTB_anc	3920211	3926976	1
MTB_anc	3926976	3926987	0.97
MTB_anc	3926987	3927048	1
MTB_anc	3927048	3927051	0.97
MTB_anc	3927051	3927063	0.94
MTB_anc	3927063	3927079	0.92
MTB_anc	3927079	3927095	0.89
MTB_anc	3927095	3927096	0.83
MTB_anc	3927096	3927103	0.86
MTB_anc	3927103	3927108	0.83
MTB_anc	3927108	3927166	0.81
MTB_anc	3927166	3927193	0.78
MTB_anc	3927193	3927211	0.75
MTB_anc	3927211	3927219	0.78
MTB_anc	3927219	3927220	0.75
MTB_anc	3927220	3927227	0.78
MTB_anc	3927227	3927228	0.75
MTB_anc	3927228	3927229	0.72
MTB_anc	3927229	3927236	0.75
MTB_anc	3927236	3927238	0.78
MTB_anc	3927238	3927239	0.75
MTB_anc	3927239	3927247	0.78
MTB_anc	3927247	3927253	0.81
MTB_anc	3927253	3927261	0.78
MTB_anc	3927261	3927262	0.75
MTB_anc	3927262	3927265	0.78
MTB_anc	3927265	3927275	0.81
MTB_anc	3927275	3927283	0.83
MTB_anc	3927283	3927288	0.86
MTB_anc	3927288	3927309	0.89
MTB_anc	3927309	3927331	0.86
MTB_anc	3927331	3927339	0.83
MTB_anc	3927339	3927341	0.81
MTB_anc	3927341	3927350	0.83
MTB_anc	3927350	3927354	0.81
MTB_anc	3927354	3927364	0.78
MTB_anc	3927364	3927371	0.81
MTB_anc	3927371	3927374	0.78
MTB_anc	3927374	3927375	0.81
MTB_anc	3927375	3927378	0.78
MTB_anc	3927378	3927379	0.72
MTB_anc	3927379	3927394	0.69
MTB_anc	3927394	3927395	0.72
MTB_anc	3927395	3927397	0.75
MTB_anc	3927397	3927398	0.78
MTB_anc	3927398	3927403	0.75
MTB_anc	3927403	3927404	0.78
MTB_anc	3927404	3927405	0.81
MTB_anc	3927405	3927406	0.78
MTB_anc	3927406	3927424	0.81
MTB_anc	3927424	3927427	0.86
MTB_anc	3927427	3927429	0.89
MTB_anc	3927429	3927439	0.86
MTB_anc	3927439	3927444	0.89
MTB_anc	3927444	3927449	0.86
MTB_anc	3927449	3927463	0.83
MTB_anc	3927463	3927466	0.81
MTB_anc	3927466	3927467	0.75
MTB_anc	3927467	3927470	0.78
MTB_anc	3927470	3927479	0.75
MTB_anc	3927479	3927496	0.72
MTB_anc	3927496	3927504	0.75
MTB_anc	3927504	3927507	0.78
MTB_anc	3927507	3927522	0.81
MTB_anc	3927522	3927523	0.83
MTB_anc	3927523	3927529	0.69
MTB_anc	3927529	3927538	0.72
MTB_anc	3927538	3927593	0.83
MTB_anc	3927593	3927597	0.86
MTB_anc	3927597	3927607	0.83
MTB_anc	3927607	3927616	0.72
MTB_anc	3927616	3927622	0.75
MTB_anc	3927622	3927625	0.81
MTB_anc	3927625	3927642	0.83
MTB_anc	3927642	3927650	0.86
MTB_anc	3927650	3927664	0.89
MTB_anc	3927664	3927670	0.86
MTB_anc	3927670	3927679	0.83
MTB_anc	3927679	3927686	0.86
MTB_anc	3927686	3927694	0.83
MTB_anc	3927694	3927695	0.81
MTB_anc	3927695	3927727	0.83
MTB_anc	3927727	3927739	0.86
MTB_anc	3927739	3927765	0.83
MTB_anc	3927765	3927776	0.86
MTB_anc	3927776	3927790	0.89
MTB_anc	3927790	3927791	0.86
MTB_anc	3927791	3927810	0.83
MTB_anc	3927810	3927814	0.86
MTB_anc	3927814	3927842	0.92
MTB_anc	3927842	3927901	0.94
MTB_anc	3927901	3927907	0.92
MTB_anc	3927907	3927940	0.89
MTB_anc	3927940	3927961	0.86
MTB_anc	3927961	3927983	0.83
MTB_anc	3927983	3928002	0.86
MTB_anc	3928002	3928028	0.83
MTB_anc	3928028	3928029	0.81
MTB_anc	3928029	3928042	0.83
MTB_anc	3928042	3928054	0.81
MTB_anc	3928054	3928055	0.78
MTB_anc	3928055	3928167	0.81
MTB_anc	3928167	3928187	0.78
MTB_anc	3928187	3928190	0.75
MTB_anc	3928190	3928192	0.72
MTB_anc	3928192	3928193	0.69
MTB_anc	3928193	3928202	0.67
MTB_anc	3928202	3928205	0.64
MTB_anc	3928205	3928206	0.58
MTB_anc	3928206	3928207	0.53
MTB_anc	3928207	3928208	0.56
MTB_anc	3928208	3928209	0.47
MTB_anc	3928209	3928214	0.44
MTB_anc	3928214	3928220	0.42
MTB_anc	3928220	3928226	0.44
MTB_anc	3928226	3928231	0.47
MTB_anc	3928231	3928237	0.44
MTB_anc	3928237	3928239	0.47
MTB_anc	3928239	3928243	0.44
MTB_anc	3928243	3928249	0.47
MTB_anc	3928249	3928250	0.44
MTB_anc	3928250	3928254	0.47
MTB_anc	3928254	3928257	0.5
MTB_anc	3928257	3928259	0.47
MTB_anc	3928259	3928265	0.5
MTB_anc	3928265	3928282	0.47
MTB_anc	3928282	3928291	0.56
MTB_anc	3928291	3928309	0.61
MTB_anc	3928309	3928318	0.56
MTB_anc	3928318	3928319	0.58
MTB_anc	3928319	3928322	0.61
MTB_anc	3928322	3928328	0.58
MTB_anc	3928328	3928329	0.61
MTB_anc	3928329	3928336	0.58
MTB_anc	3928336	3928350	0.61
MTB_anc	3928350	3928358	0.64
MTB_anc	3928358	3928361	0.67
MTB_anc	3928361	3928365	0.69
MTB_anc	3928365	3928372	0.72
MTB_anc	3928372	3928418	0.75
MTB_anc	3928418	3928425	0.72
MTB_anc	3928425	3928433	0.69
MTB_anc	3928433	3928435	0.67
MTB_anc	3928435	3928441	0.69
MTB_anc	3928441	3928445	0.67
MTB_anc	3928445	3928455	0.69
MTB_anc	3928455	3928464	0.72
MTB_anc	3928464	3928465	0.75
MTB_anc	3928465	3928473	0.72
MTB_anc	3928473	3928478	0.75
MTB_anc	3928478	3928480	0.78
MTB_anc	3928480	3928482	0.81
MTB_anc	3928482	3928484	0.78
MTB_anc	3928484	3928489	0.81
MTB_anc	3928489	3928501	0.83
MTB_anc	3928501	3928579	0.86
MTB_anc	3928579	3928587	0.83
MTB_anc	3928587	3928592	0.86
MTB_anc	3928592	3928603	0.83
MTB_anc	3928603	3928611	0.86
MTB_anc	3928611	3928613	0.83
MTB_anc	3928613	3928615	0.86
MTB_anc	3928615	3928628	0.83
MTB_anc	3928628	3928633	0.86
MTB_anc	3928633	3928655	0.83
MTB_anc	3928655	3928661	0.86
MTB_anc	3928661	3928664	0.83
MTB_anc	3928664	3928675	0.86
MTB_anc	3928675	3928683	0.83
MTB_anc	3928683	3928684	0.81
MTB_anc	3928684	3928699	0.83
MTB_anc	3928699	3928705	0.81
MTB_anc	3928705	3928715	0.83
MTB_anc	3928715	3928764	0.86
MTB_anc	3928764	3928770	0.83
MTB_anc	3928770	3928781	0.81
MTB_anc	3928781	3928783	0.78
MTB_anc	3928783	3928785	0.72
MTB_anc	3928785	3928794	0.83
MTB_anc	3928794	3928799	0.81
MTB_anc	3928799	3928800	0.83
MTB_anc	3928800	3928805	0.5
MTB_anc	3928805	3928808	0.53
MTB_anc	3928808	3928828	0.56
MTB_anc	3928828	3928845	0.58
MTB_anc	3928845	3928849	0.61
MTB_anc	3928849	3928867	0.64
MTB_anc	3928867	3928917	0.67
MTB_anc	3928917	3928941	0.64
MTB_anc	3928941	3928946	0.61
MTB_anc	3928946	3928947	0.58
MTB_anc	3928947	3928950	0.56
MTB_anc	3928950	3928953	0.58
MTB_anc	3928953	3928955	0.56
MTB_anc	3928955	3928964	0.58
MTB_anc	3928964	3928966	0.61
MTB_anc	3928966	3929084	0.64
MTB_anc	3929084	3929085	0.5
MTB_anc	3929085	3929090	0.92
MTB_anc	3929090	3929106	0.94
MTB_anc	3929106	3929111	0.92
MTB_anc	3929111	3929206	0.94
MTB_anc	3929206	3929210	0.92
MTB_anc	3929210	3929255	0.89
MTB_anc	3929255	3929267	0.86
MTB_anc	3929267	3929288	0.83
MTB_anc	3929288	3929323	0.86
MTB_anc	3929323	3929348	0.89
MTB_anc	3929348	3929380	0.86
MTB_anc	3929380	3929391	0.89
MTB_anc	3929391	3929393	0.92
MTB_anc	3929393	3929403	0.94
MTB_anc	3929403	3929416	0.97
MTB_anc	3929416	3929459	1
MTB_anc	3929459	3929461	0.97
MTB_anc	3929461	3929463	1
MTB_anc	3929463	3929467	0.97
MTB_anc	3929467	3929473	0.94
MTB_anc	3929473	3929477	0.97
MTB_anc	3929477	3929478	1
MTB_anc	3929478	3929491	0.97
MTB_anc	3929491	3929893	1
MTB_anc	3929893	3929902	0.97
MTB_anc	3929902	3929966	0.94
MTB_anc	3929966	3929970	0.92
MTB_anc	3929970	3929994	0.89
MTB_anc	3929994	3930015	0.86
MTB_anc	3930015	3930029	0.83
MTB_anc	3930029	3930084	0.81
MTB_anc	3930084	3930135	0.86
MTB_anc	3930135	3930149	0.83
MTB_anc	3930149	3930150	0.81
MTB_anc	3930150	3930161	0.78
MTB_anc	3930161	3930168	0.75
MTB_anc	3930168	3930180	0.72
MTB_anc	3930180	3930184	0.69
MTB_anc	3930184	3930186	0.64
MTB_anc	3930186	3930192	0.67
MTB_anc	3930192	3930204	0.64
MTB_anc	3930204	3930206	0.61
MTB_anc	3930206	3930221	0.58
MTB_anc	3930221	3930226	0.61
MTB_anc	3930226	3930265	0.64
MTB_anc	3930265	3930323	0.67
MTB_anc	3930323	3930324	0.61
MTB_anc	3930324	3930384	0.64
MTB_anc	3930384	3930439	0.61
MTB_anc	3930439	3930443	0.56
MTB_anc	3930443	3930446	0.53
MTB_anc	3930446	3930450	0.56
MTB_anc	3930450	3930452	0.53
MTB_anc	3930452	3930455	0.5
MTB_anc	3930455	3930461	0.53
MTB_anc	3930461	3930467	0.5
MTB_anc	3930467	3930468	0.56
MTB_anc	3930468	3930470	0.53
MTB_anc	3930470	3930473	0.5
MTB_anc	3930473	3930476	0.56
MTB_anc	3930476	3930477	0.44
MTB_anc	3930477	3930481	0.69
MTB_anc	3930481	3930482	0.67
MTB_anc	3930482	3930489	0.64
MTB_anc	3930489	3930512	0.67
MTB_anc	3930512	3930513	0.64
MTB_anc	3930513	3930516	0.67
MTB_anc	3930516	3930518	0.69
MTB_anc	3930518	3930522	0.72
MTB_anc	3930522	3930523	0.69
MTB_anc	3930523	3930527	0.72
MTB_anc	3930527	3930528	0.69
MTB_anc	3930528	3930529	0.72
MTB_anc	3930529	3930530	0.75
MTB_anc	3930530	3930531	0.72
MTB_anc	3930531	3930538	0.75
MTB_anc	3930538	3930540	0.78
MTB_anc	3930540	3930542	0.81
MTB_anc	3930542	3930551	0.78
MTB_anc	3930551	3930562	0.81
MTB_anc	3930562	3930572	0.83
MTB_anc	3930572	3930582	0.86
MTB_anc	3930582	3930598	0.89
MTB_anc	3930598	3930605	0.86
MTB_anc	3930605	3930614	0.89
MTB_anc	3930614	3930641	0.92
MTB_anc	3930641	3930672	0.86
MTB_anc	3930672	3930675	0.89
MTB_anc	3930675	3930677	0.92
MTB_anc	3930677	3930689	0.94
MTB_anc	3930689	3930696	0.97
MTB_anc	3930696	3931127	1
MTB_anc	3931127	3931166	0.97
MTB_anc	3931166	3931171	0.94
MTB_anc	3931171	3931174	0.97
MTB_anc	3931174	3931187	0.94
MTB_anc	3931187	3931204	0.97
MTB_anc	3931204	3931209	0.94
MTB_anc	3931209	3931212	0.92
MTB_anc	3931212	3931221	0.94
MTB_anc	3931221	3931242	0.92
MTB_anc	3931242	3931245	0.89
MTB_anc	3931245	3931290	0.86
MTB_anc	3931290	3931304	0.83
MTB_anc	3931304	3931309	0.81
MTB_anc	3931309	3931318	0.78
MTB_anc	3931318	3931321	0.81
MTB_anc	3931321	3931323	0.78
MTB_anc	3931323	3931325	0.75
MTB_anc	3931325	3931326	0.72
MTB_anc	3931326	3931331	0.69
MTB_anc	3931331	3931332	0.64
MTB_anc	3931332	3931333	0.61
MTB_anc	3931333	3931334	0.58
MTB_anc	3931334	3931336	0.56
MTB_anc	3931336	3931341	0.53
MTB_anc	3931341	3931342	0.56
MTB_anc	3931342	3931348	0.53
MTB_anc	3931348	3931349	0.5
MTB_anc	3931349	3931351	0.47
MTB_anc	3931351	3931352	0.44
MTB_anc	3931352	3931353	0.42
MTB_anc	3931353	3931358	0.44
MTB_anc	3931358	3931363	0.39
MTB_anc	3931363	3931366	0.36
MTB_anc	3931366	3931368	0.33
MTB_anc	3931368	3931370	0.31
MTB_anc	3931370	3931377	0.28
MTB_anc	3931377	3931380	0.39
MTB_anc	3931380	3931382	0.36
MTB_anc	3931382	3931385	0.33
MTB_anc	3931385	3931387	0.31
MTB_anc	3931387	3931389	0.33
MTB_anc	3931389	3931390	0.31
MTB_anc	3931390	3931392	0.28
MTB_anc	3931392	3931407	0.25
MTB_anc	3931407	3931416	0.19
MTB_anc	3931416	3931428	0.22
MTB_anc	3931428	3931430	0.19
MTB_anc	3931430	3931440	0.17
MTB_anc	3931440	3931443	0.19
MTB_anc	3931443	3931451	0.17
MTB_anc	3931451	3931455	0.14
MTB_anc	3931455	3931480	0.11
MTB_anc	3931480	3931485	0.14
MTB_anc	3931485	3931489	0.11
MTB_anc	3931489	3931501	0.14
MTB_anc	3931501	3931502	0.17
MTB_anc	3931502	3931520	0.19
MTB_anc	3931520	3931521	0.17
MTB_anc	3931521	3931534	0.19
MTB_anc	3931534	3931543	0.22
MTB_anc	3931543	3931545	0.25
MTB_anc	3931545	3931557	0.28
MTB_anc	3931557	3931572	0.31
MTB_anc	3931572	3931647	0.33
MTB_anc	3931647	3931651	0.31
MTB_anc	3931651	3931664	0.28
MTB_anc	3931664	3931668	0.25
MTB_anc	3931668	3931701	0.22
MTB_anc	3931701	3931720	0.19
MTB_anc	3931720	3931727	0.22
MTB_anc	3931727	3931729	0.19
MTB_anc	3931729	3931730	0.22
MTB_anc	3931730	3931731	0.19
MTB_anc	3931731	3931735	0.28
MTB_anc	3931735	3931736	0.31
MTB_anc	3931736	3931743	0.28
MTB_anc	3931743	3931752	0.25
MTB_anc	3931752	3931762	0.22
MTB_anc	3931762	3931764	0.25
MTB_anc	3931764	3931774	0.28
MTB_anc	3931774	3931810	0.25
MTB_anc	3931810	3931823	0.22
MTB_anc	3931823	3931825	0.25
MTB_anc	3931825	3931835	0.22
MTB_anc	3931835	3931860	0.25
MTB_anc	3931860	3931864	0.28
MTB_anc	3931864	3931886	0.31
MTB_anc	3931886	3931887	0.33
MTB_anc	3931887	3931894	0.36
MTB_anc	3931894	3931904	0.39
MTB_anc	3931904	3931915	0.42
MTB_anc	3931915	3931916	0.39
MTB_anc	3931916	3931918	0.42
MTB_anc	3931918	3931922	0.44
MTB_anc	3931922	3931944	0.47
MTB_anc	3931944	3931945	0.5
MTB_anc	3931945	3931948	0.53
MTB_anc	3931948	3931949	0.56
MTB_anc	3931949	3931957	0.58
MTB_anc	3931957	3931958	0.56
MTB_anc	3931958	3931962	0.58
MTB_anc	3931962	3931973	0.61
MTB_anc	3931973	3931975	0.64
MTB_anc	3931975	3932008	0.67
MTB_anc	3932008	3932041	0.69
MTB_anc	3932041	3932042	0.67
MTB_anc	3932042	3932044	0.69
MTB_anc	3932044	3932051	0.67
MTB_anc	3932051	3932053	0.69
MTB_anc	3932053	3932054	0.72
MTB_anc	3932054	3932055	0.69
MTB_anc	3932055	3932056	0.72
MTB_anc	3932056	3932060	0.69
MTB_anc	3932060	3932061	0.72
MTB_anc	3932061	3932062	0.69
MTB_anc	3932062	3932094	0.72
MTB_anc	3932094	3932097	0.75
MTB_anc	3932097	3932237	0.72
MTB_anc	3932237	3932253	0.69
MTB_anc	3932253	3932278	0.67
MTB_anc	3932278	3932284	0.72
MTB_anc	3932284	3932340	0.75
MTB_anc	3932340	3932408	0.81
MTB_anc	3932408	3932425	0.78
MTB_anc	3932425	3932433	0.75
MTB_anc	3932433	3932439	0.72
MTB_anc	3932439	3932447	0.75
MTB_anc	3932447	3932452	0.72
MTB_anc	3932452	3932457	0.69
MTB_anc	3932457	3932458	0.72
MTB_anc	3932458	3932459	0.75
MTB_anc	3932459	3932462	0.81
MTB_anc	3932462	3932463	0.75
MTB_anc	3932463	3932468	0.78
MTB_anc	3932468	3932476	0.81
MTB_anc	3932476	3932480	0.83
MTB_anc	3932480	3932483	0.81
MTB_anc	3932483	3932494	0.78
MTB_anc	3932494	3932495	0.83
MTB_anc	3932495	3932525	0.81
MTB_anc	3932525	3932526	0.69
MTB_anc	3932526	3932527	0.72
MTB_anc	3932527	3932528	0.81
MTB_anc	3932528	3932537	0.83
MTB_anc	3932537	3932549	0.86
MTB_anc	3932549	3932550	0.75
