#CHROM	FROM	TO	Mappability
MTB_anc	3594308	3594309	0.41
MTB_anc	3594309	3594310	0.4
MTB_anc	3594310	3594311	0.39
MTB_anc	3594311	3594312	0.38
MTB_anc	3594312	3594314	0.37
MTB_anc	3594314	3594315	0.37
MTB_anc	3594315	3594316	0.37
MTB_anc	3594316	3594317	0.38
MTB_anc	3594317	3594318	0.38
MTB_anc	3594318	3594319	0.38
MTB_anc	3594319	3594320	0.38
MTB_anc	3594320	3594341	0.38
MTB_anc	3594341	3594354	0.38
MTB_anc	3594354	3594355	0.38
MTB_anc	3594355	3594356	0.38
MTB_anc	3594356	3594357	0.37
MTB_anc	3594357	3594358	0.37
MTB_anc	3594358	3594359	0.37
MTB_anc	3594359	3594360	0.36
MTB_anc	3594360	3594369	0.36
MTB_anc	3594369	3594370	0.36
MTB_anc	3594370	3594371	0.37
MTB_anc	3594371	3594372	0.37
MTB_anc	3594372	3594373	0.37
MTB_anc	3594373	3594374	0.38
MTB_anc	3594374	3594375	0.38
MTB_anc	3594375	3594376	0.38
MTB_anc	3594376	3594377	0.38
MTB_anc	3594377	3594398	0.38
MTB_anc	3594398	3594411	0.38
MTB_anc	3594411	3594412	0.38
MTB_anc	3594412	3594413	0.38
MTB_anc	3594413	3594414	0.37
MTB_anc	3594414	3594415	0.37
MTB_anc	3594415	3594417	0.37
MTB_anc	3594417	3594418	0.38
MTB_anc	3594418	3594419	0.39
MTB_anc	3594419	3594420	0.4
MTB_anc	3594420	3594421	0.41
MTB_anc	3594421	3594422	0.42
MTB_anc	3594422	3594423	0.43
MTB_anc	3594423	3594424	0.44
MTB_anc	3594424	3594425	0.45
MTB_anc	3594425	3594426	0.46
MTB_anc	3594426	3594427	0.47
MTB_anc	3594427	3594428	0.48
MTB_anc	3594428	3594429	0.5
MTB_anc	3594429	3594430	0.51
MTB_anc	3594430	3594431	0.52
MTB_anc	3594431	3594432	0.54
MTB_anc	3594432	3594433	0.55
MTB_anc	3594433	3594434	0.56
MTB_anc	3594434	3594435	0.58
MTB_anc	3594435	3594436	0.59
MTB_anc	3594436	3594437	0.6
MTB_anc	3594437	3594438	0.62
MTB_anc	3594438	3594439	0.63
MTB_anc	3594439	3594440	0.64
MTB_anc	3594440	3594441	0.66
MTB_anc	3594441	3594442	0.67
MTB_anc	3594442	3594443	0.68
MTB_anc	3594443	3594444	0.7
MTB_anc	3594444	3594445	0.71
MTB_anc	3594445	3594446	0.72
MTB_anc	3594446	3594447	0.74
MTB_anc	3594447	3594448	0.75
MTB_anc	3594448	3594449	0.76
MTB_anc	3594449	3594450	0.78
MTB_anc	3594450	3594451	0.79
MTB_anc	3594451	3594452	0.8
MTB_anc	3594452	3594453	0.82
MTB_anc	3594453	3594454	0.83
MTB_anc	3594454	3594455	0.84
MTB_anc	3594455	3594456	0.86
MTB_anc	3594456	3594457	0.87
MTB_anc	3594457	3594458	0.88
MTB_anc	3594458	3594459	0.9
MTB_anc	3594459	3594460	0.91
MTB_anc	3594460	3594461	0.92
MTB_anc	3594461	3594462	0.94
MTB_anc	3594462	3594463	0.95
MTB_anc	3594463	3594464	0.96
MTB_anc	3594464	3594465	0.98
MTB_anc	3594465	3594466	0.99
MTB_anc	3594466	3598350	1
MTB_anc	3598350	3598351	0.99
MTB_anc	3598351	3598352	0.98
MTB_anc	3598352	3598353	0.97
MTB_anc	3598353	3598354	0.96
MTB_anc	3598354	3598355	0.95
MTB_anc	3598355	3598356	0.94
MTB_anc	3598356	3598400	0.93
MTB_anc	3598400	3598401	0.94
MTB_anc	3598401	3598402	0.95
MTB_anc	3598402	3598403	0.96
MTB_anc	3598403	3598404	0.97
MTB_anc	3598404	3598405	0.98
MTB_anc	3598405	3598406	0.99
MTB_anc	3598406	3598437	1
MTB_anc	3598437	3598438	0.99
MTB_anc	3598438	3598439	0.98
MTB_anc	3598439	3598440	0.97
MTB_anc	3598440	3598441	0.96
MTB_anc	3598441	3598442	0.95
MTB_anc	3598442	3598443	0.94
MTB_anc	3598443	3598444	0.93
MTB_anc	3598444	3598445	0.92
MTB_anc	3598445	3598446	0.91
MTB_anc	3598446	3598447	0.9
MTB_anc	3598447	3598448	0.89
MTB_anc	3598448	3598449	0.88
MTB_anc	3598449	3598450	0.87
MTB_anc	3598450	3598451	0.86
MTB_anc	3598451	3598452	0.85
MTB_anc	3598452	3598453	0.84
MTB_anc	3598453	3598454	0.83
MTB_anc	3598454	3598455	0.82
MTB_anc	3598455	3598456	0.81
MTB_anc	3598456	3598457	0.8
MTB_anc	3598457	3598458	0.79
MTB_anc	3598458	3598459	0.78
MTB_anc	3598459	3598460	0.77
MTB_anc	3598460	3598461	0.76
MTB_anc	3598461	3598464	0.75
MTB_anc	3598464	3598465	0.74
MTB_anc	3598465	3598466	0.73
MTB_anc	3598466	3598467	0.72
MTB_anc	3598467	3598468	0.71
MTB_anc	3598468	3598469	0.7
MTB_anc	3598469	3598470	0.69
MTB_anc	3598470	3598471	0.68
MTB_anc	3598471	3598472	0.67
MTB_anc	3598472	3598473	0.66
MTB_anc	3598473	3598474	0.65
MTB_anc	3598474	3598475	0.64
MTB_anc	3598475	3598476	0.63
MTB_anc	3598476	3598477	0.62
MTB_anc	3598477	3598478	0.61
MTB_anc	3598478	3598479	0.6
MTB_anc	3598479	3598480	0.59
MTB_anc	3598480	3598481	0.58
MTB_anc	3598481	3598482	0.57
MTB_anc	3598482	3598483	0.56
MTB_anc	3598483	3598487	0.55
MTB_anc	3598487	3598488	0.56
MTB_anc	3598488	3598489	0.57
MTB_anc	3598489	3598490	0.58
MTB_anc	3598490	3598491	0.59
MTB_anc	3598491	3598492	0.6
MTB_anc	3598492	3598493	0.61
MTB_anc	3598493	3598494	0.62
MTB_anc	3598494	3598495	0.63
MTB_anc	3598495	3598496	0.64
MTB_anc	3598496	3598497	0.65
MTB_anc	3598497	3598498	0.66
MTB_anc	3598498	3598499	0.67
MTB_anc	3598499	3598500	0.68
MTB_anc	3598500	3598501	0.69
MTB_anc	3598501	3598502	0.7
MTB_anc	3598502	3598503	0.71
MTB_anc	3598503	3598504	0.72
MTB_anc	3598504	3598505	0.73
MTB_anc	3598505	3598506	0.74
MTB_anc	3598506	3598507	0.75
MTB_anc	3598507	3598508	0.76
MTB_anc	3598508	3598509	0.77
MTB_anc	3598509	3598510	0.78
MTB_anc	3598510	3598511	0.79
MTB_anc	3598511	3598514	0.8
MTB_anc	3598514	3598515	0.81
MTB_anc	3598515	3598516	0.82
MTB_anc	3598516	3598517	0.83
MTB_anc	3598517	3598518	0.84
MTB_anc	3598518	3598519	0.85
MTB_anc	3598519	3598520	0.86
MTB_anc	3598520	3598521	0.87
MTB_anc	3598521	3598522	0.88
MTB_anc	3598522	3598523	0.89
MTB_anc	3598523	3598524	0.9
MTB_anc	3598524	3598525	0.91
MTB_anc	3598525	3598526	0.92
MTB_anc	3598526	3598527	0.93
MTB_anc	3598527	3598528	0.94
MTB_anc	3598528	3598529	0.95
MTB_anc	3598529	3598530	0.96
MTB_anc	3598530	3598531	0.97
MTB_anc	3598531	3598532	0.98
MTB_anc	3598532	3598533	0.99
MTB_anc	3598533	3598642	1
MTB_anc	3598642	3598643	0.99
MTB_anc	3598643	3598644	0.98
MTB_anc	3598644	3598645	0.97
MTB_anc	3598645	3598646	0.96
MTB_anc	3598646	3598647	0.95
MTB_anc	3598647	3598648	0.94
MTB_anc	3598648	3598649	0.93
MTB_anc	3598649	3598650	0.92
MTB_anc	3598650	3598651	0.91
MTB_anc	3598651	3598652	0.9
MTB_anc	3598652	3598653	0.89
MTB_anc	3598653	3598654	0.88
MTB_anc	3598654	3598655	0.87
MTB_anc	3598655	3598656	0.86
MTB_anc	3598656	3598661	0.85
MTB_anc	3598661	3598662	0.84
MTB_anc	3598662	3598663	0.83
MTB_anc	3598663	3598664	0.82
MTB_anc	3598664	3598665	0.81
MTB_anc	3598665	3598666	0.8
MTB_anc	3598666	3598667	0.79
MTB_anc	3598667	3598668	0.78
MTB_anc	3598668	3598669	0.77
MTB_anc	3598669	3598670	0.76
MTB_anc	3598670	3598692	0.75
MTB_anc	3598692	3598693	0.76
MTB_anc	3598693	3598694	0.77
MTB_anc	3598694	3598695	0.78
MTB_anc	3598695	3598696	0.79
MTB_anc	3598696	3598697	0.8
MTB_anc	3598697	3598698	0.81
MTB_anc	3598698	3598699	0.82
MTB_anc	3598699	3598700	0.83
MTB_anc	3598700	3598701	0.84
MTB_anc	3598701	3598702	0.85
MTB_anc	3598702	3598703	0.86
MTB_anc	3598703	3598704	0.87
MTB_anc	3598704	3598705	0.88
MTB_anc	3598705	3598706	0.89
MTB_anc	3598706	3598711	0.9
MTB_anc	3598711	3598712	0.91
MTB_anc	3598712	3598713	0.92
MTB_anc	3598713	3598714	0.93
MTB_anc	3598714	3598715	0.94
MTB_anc	3598715	3598716	0.95
MTB_anc	3598716	3598717	0.96
MTB_anc	3598717	3598718	0.97
MTB_anc	3598718	3598719	0.98
MTB_anc	3598719	3598720	0.99
MTB_anc	3598720	3626607	1
MTB_anc	3626607	3626608	0.99
MTB_anc	3626608	3626609	0.98
MTB_anc	3626609	3626610	0.97
MTB_anc	3626610	3626611	0.96
MTB_anc	3626611	3626612	0.94
MTB_anc	3626612	3626613	0.93
MTB_anc	3626613	3626614	0.91
MTB_anc	3626614	3626615	0.9
MTB_anc	3626615	3626616	0.89
MTB_anc	3626616	3626617	0.88
MTB_anc	3626617	3626618	0.87
MTB_anc	3626618	3626657	0.86
MTB_anc	3626657	3626658	0.87
MTB_anc	3626658	3626659	0.88
MTB_anc	3626659	3626660	0.89
MTB_anc	3626660	3626661	0.9
MTB_anc	3626661	3626662	0.91
MTB_anc	3626662	3626663	0.93
MTB_anc	3626663	3626664	0.94
MTB_anc	3626664	3626665	0.96
MTB_anc	3626665	3626666	0.97
MTB_anc	3626666	3626667	0.98
MTB_anc	3626667	3626668	0.99
MTB_anc	3626668	3628085	1
MTB_anc	3628085	3628086	0.99
MTB_anc	3628086	3628087	0.98
MTB_anc	3628087	3628088	0.97
MTB_anc	3628088	3628089	0.96
MTB_anc	3628089	3628090	0.95
MTB_anc	3628090	3628091	0.94
MTB_anc	3628091	3628092	0.93
MTB_anc	3628092	3628093	0.92
MTB_anc	3628093	3628094	0.91
MTB_anc	3628094	3628095	0.9
MTB_anc	3628095	3628096	0.89
MTB_anc	3628096	3628097	0.88
MTB_anc	3628097	3628098	0.87
MTB_anc	3628098	3628135	0.86
MTB_anc	3628135	3628136	0.87
MTB_anc	3628136	3628137	0.88
MTB_anc	3628137	3628138	0.89
MTB_anc	3628138	3628139	0.9
MTB_anc	3628139	3628140	0.91
MTB_anc	3628140	3628141	0.92
MTB_anc	3628141	3628142	0.93
MTB_anc	3628142	3628143	0.94
MTB_anc	3628143	3628144	0.95
MTB_anc	3628144	3628145	0.96
MTB_anc	3628145	3628146	0.97
MTB_anc	3628146	3628147	0.98
MTB_anc	3628147	3628148	0.99
MTB_anc	3628148	3658636	1
MTB_anc	3658636	3658637	0.98
MTB_anc	3658637	3658638	0.97
MTB_anc	3658638	3658639	0.95
MTB_anc	3658639	3658640	0.94
MTB_anc	3658640	3658641	0.92
MTB_anc	3658641	3658642	0.91
MTB_anc	3658642	3658643	0.89
MTB_anc	3658643	3658644	0.87
MTB_anc	3658644	3658645	0.86
MTB_anc	3658645	3658646	0.84
MTB_anc	3658646	3658647	0.83
MTB_anc	3658647	3658648	0.81
MTB_anc	3658648	3658649	0.79
MTB_anc	3658649	3658650	0.78
MTB_anc	3658650	3658651	0.76
MTB_anc	3658651	3658652	0.74
MTB_anc	3658652	3658653	0.72
MTB_anc	3658653	3658654	0.7
MTB_anc	3658654	3658655	0.69
MTB_anc	3658655	3658656	0.67
MTB_anc	3658656	3658657	0.65
MTB_anc	3658657	3658658	0.63
MTB_anc	3658658	3658659	0.61
MTB_anc	3658659	3658660	0.6
MTB_anc	3658660	3658661	0.58
MTB_anc	3658661	3658662	0.56
MTB_anc	3658662	3658663	0.54
MTB_anc	3658663	3658665	0.53
MTB_anc	3658665	3658668	0.53
MTB_anc	3658668	3658669	0.53
MTB_anc	3658669	3658670	0.53
MTB_anc	3658670	3658674	0.53
MTB_anc	3658674	3658686	0.53
MTB_anc	3658686	3658687	0.54
MTB_anc	3658687	3658688	0.56
MTB_anc	3658688	3658689	0.58
MTB_anc	3658689	3658690	0.59
MTB_anc	3658690	3658691	0.61
MTB_anc	3658691	3658692	0.62
MTB_anc	3658692	3658693	0.64
MTB_anc	3658693	3658694	0.66
MTB_anc	3658694	3658695	0.67
MTB_anc	3658695	3658696	0.69
MTB_anc	3658696	3658697	0.7
MTB_anc	3658697	3658698	0.72
MTB_anc	3658698	3658699	0.74
MTB_anc	3658699	3658700	0.75
MTB_anc	3658700	3658701	0.77
MTB_anc	3658701	3658702	0.79
MTB_anc	3658702	3658703	0.81
MTB_anc	3658703	3658704	0.83
MTB_anc	3658704	3658705	0.84
MTB_anc	3658705	3658706	0.86
MTB_anc	3658706	3658707	0.88
MTB_anc	3658707	3658708	0.9
MTB_anc	3658708	3658709	0.92
MTB_anc	3658709	3658710	0.93
MTB_anc	3658710	3658711	0.95
MTB_anc	3658711	3658712	0.97
MTB_anc	3658712	3658713	0.98
MTB_anc	3658713	3663724	1
MTB_anc	3663724	3663725	0.99
MTB_anc	3663725	3663726	0.97
MTB_anc	3663726	3663727	0.96
MTB_anc	3663727	3663728	0.95
MTB_anc	3663728	3663729	0.93
MTB_anc	3663729	3663730	0.92
MTB_anc	3663730	3663731	0.91
MTB_anc	3663731	3663732	0.89
MTB_anc	3663732	3663733	0.88
MTB_anc	3663733	3663734	0.87
MTB_anc	3663734	3663735	0.85
MTB_anc	3663735	3663736	0.84
MTB_anc	3663736	3663737	0.83
MTB_anc	3663737	3663738	0.81
MTB_anc	3663738	3663739	0.8
MTB_anc	3663739	3663740	0.79
MTB_anc	3663740	3663741	0.77
MTB_anc	3663741	3663742	0.76
MTB_anc	3663742	3663743	0.75
MTB_anc	3663743	3663744	0.73
MTB_anc	3663744	3663745	0.72
MTB_anc	3663745	3663746	0.71
MTB_anc	3663746	3663747	0.69
MTB_anc	3663747	3663748	0.68
MTB_anc	3663748	3663749	0.67
MTB_anc	3663749	3663750	0.65
MTB_anc	3663750	3663751	0.64
MTB_anc	3663751	3663752	0.63
MTB_anc	3663752	3663753	0.62
MTB_anc	3663753	3663754	0.61
MTB_anc	3663754	3663755	0.6
MTB_anc	3663755	3663756	0.59
MTB_anc	3663756	3663757	0.58
MTB_anc	3663757	3663758	0.57
MTB_anc	3663758	3663759	0.56
MTB_anc	3663759	3663760	0.55
MTB_anc	3663760	3663761	0.54
MTB_anc	3663761	3663762	0.53
MTB_anc	3663762	3663763	0.52
MTB_anc	3663763	3663764	0.51
MTB_anc	3663764	3663765	0.5
MTB_anc	3663765	3663766	0.49
MTB_anc	3663766	3663767	0.48
MTB_anc	3663767	3663768	0.47
MTB_anc	3663768	3663769	0.46
MTB_anc	3663769	3663770	0.45
MTB_anc	3663770	3663771	0.44
MTB_anc	3663771	3663772	0.43
MTB_anc	3663772	3663773	0.42
MTB_anc	3663773	3663774	0.41
MTB_anc	3663774	3663775	0.41
MTB_anc	3663775	3663776	0.41
MTB_anc	3663776	3663777	0.42
MTB_anc	3663777	3663778	0.42
MTB_anc	3663778	3663779	0.42
MTB_anc	3663779	3663780	0.43
MTB_anc	3663780	3663781	0.43
MTB_anc	3663781	3663782	0.43
MTB_anc	3663782	3663783	0.44
MTB_anc	3663783	3663784	0.44
MTB_anc	3663784	3663785	0.44
MTB_anc	3663785	3663788	0.45
MTB_anc	3663788	3663789	0.45
MTB_anc	3663789	3663790	0.45
MTB_anc	3663790	3663791	0.46
MTB_anc	3663791	3663792	0.46
MTB_anc	3663792	3663793	0.46
MTB_anc	3663793	3663794	0.47
MTB_anc	3663794	3663795	0.47
MTB_anc	3663795	3663796	0.47
MTB_anc	3663796	3663797	0.48
MTB_anc	3663797	3663798	0.48
MTB_anc	3663798	3663799	0.48
MTB_anc	3663799	3663800	0.49
MTB_anc	3663800	3663801	0.49
MTB_anc	3663801	3663822	0.49
MTB_anc	3663822	3663823	0.49
MTB_anc	3663823	3663836	0.49
MTB_anc	3663836	3663837	0.49
MTB_anc	3663837	3663859	0.49
MTB_anc	3663859	3663860	0.49
MTB_anc	3663860	3663861	0.49
MTB_anc	3663861	3663862	0.48
MTB_anc	3663862	3663863	0.48
MTB_anc	3663863	3663864	0.48
MTB_anc	3663864	3663865	0.47
MTB_anc	3663865	3663866	0.47
MTB_anc	3663866	3663867	0.47
MTB_anc	3663867	3663868	0.46
MTB_anc	3663868	3663869	0.46
MTB_anc	3663869	3663870	0.46
MTB_anc	3663870	3663871	0.45
MTB_anc	3663871	3663874	0.45
MTB_anc	3663874	3663875	0.45
MTB_anc	3663875	3663876	0.44
MTB_anc	3663876	3663877	0.44
MTB_anc	3663877	3663878	0.44
MTB_anc	3663878	3663879	0.43
MTB_anc	3663879	3663880	0.43
MTB_anc	3663880	3663881	0.43
MTB_anc	3663881	3663882	0.42
MTB_anc	3663882	3663883	0.42
MTB_anc	3663883	3663884	0.42
MTB_anc	3663884	3663885	0.41
MTB_anc	3663885	3663886	0.41
MTB_anc	3663886	3663887	0.4
MTB_anc	3663887	3663888	0.4
MTB_anc	3663888	3663895	0.4
MTB_anc	3663895	3663898	0.4
MTB_anc	3663898	3663909	0.4
MTB_anc	3663909	3663910	0.4
MTB_anc	3663910	3663911	0.4
MTB_anc	3663911	3663912	0.41
MTB_anc	3663912	3663913	0.41
MTB_anc	3663913	3663914	0.41
MTB_anc	3663914	3663915	0.42
MTB_anc	3663915	3663916	0.42
MTB_anc	3663916	3663917	0.42
MTB_anc	3663917	3663918	0.43
MTB_anc	3663918	3663919	0.43
MTB_anc	3663919	3663920	0.43
MTB_anc	3663920	3663921	0.44
MTB_anc	3663921	3663935	0.44
MTB_anc	3663935	3663936	0.44
MTB_anc	3663936	3663939	0.44
MTB_anc	3663939	3663940	0.44
MTB_anc	3663940	3663941	0.44
MTB_anc	3663941	3663942	0.43
MTB_anc	3663942	3663943	0.43
MTB_anc	3663943	3663944	0.43
MTB_anc	3663944	3663945	0.42
MTB_anc	3663945	3663946	0.42
MTB_anc	3663946	3663947	0.42
MTB_anc	3663947	3663949	0.41
MTB_anc	3663949	3663952	0.41
MTB_anc	3663952	3663953	0.42
MTB_anc	3663953	3663954	0.43
MTB_anc	3663954	3663955	0.44
MTB_anc	3663955	3663956	0.45
MTB_anc	3663956	3663957	0.46
MTB_anc	3663957	3663958	0.47
MTB_anc	3663958	3663959	0.48
MTB_anc	3663959	3663960	0.49
MTB_anc	3663960	3663961	0.5
MTB_anc	3663961	3663962	0.51
MTB_anc	3663962	3663963	0.52
MTB_anc	3663963	3663964	0.53
MTB_anc	3663964	3663965	0.54
MTB_anc	3663965	3663966	0.55
MTB_anc	3663966	3663967	0.56
MTB_anc	3663967	3663968	0.57
MTB_anc	3663968	3663969	0.58
MTB_anc	3663969	3663970	0.59
MTB_anc	3663970	3663971	0.6
MTB_anc	3663971	3663972	0.61
MTB_anc	3663972	3663973	0.63
MTB_anc	3663973	3663974	0.64
MTB_anc	3663974	3663975	0.65
MTB_anc	3663975	3663976	0.67
MTB_anc	3663976	3663977	0.68
MTB_anc	3663977	3663978	0.69
MTB_anc	3663978	3663979	0.71
MTB_anc	3663979	3663980	0.72
MTB_anc	3663980	3663981	0.73
MTB_anc	3663981	3663982	0.75
MTB_anc	3663982	3663983	0.76
MTB_anc	3663983	3663984	0.77
MTB_anc	3663984	3663985	0.79
MTB_anc	3663985	3663986	0.8
MTB_anc	3663986	3663987	0.81
MTB_anc	3663987	3663988	0.83
MTB_anc	3663988	3663989	0.84
MTB_anc	3663989	3663990	0.85
MTB_anc	3663990	3663991	0.87
MTB_anc	3663991	3663992	0.88
MTB_anc	3663992	3663993	0.89
MTB_anc	3663993	3663994	0.91
MTB_anc	3663994	3663995	0.92
MTB_anc	3663995	3663996	0.93
MTB_anc	3663996	3663997	0.95
MTB_anc	3663997	3663998	0.96
MTB_anc	3663998	3663999	0.97
MTB_anc	3663999	3664000	0.98
MTB_anc	3664000	3664001	0.99
MTB_anc	3664001	3690945	1
MTB_anc	3690945	3690946	0.99
MTB_anc	3690946	3690947	0.98
MTB_anc	3690947	3690948	0.97
MTB_anc	3690948	3690949	0.96
MTB_anc	3690949	3690950	0.95
MTB_anc	3690950	3690951	0.94
MTB_anc	3690951	3690952	0.93
MTB_anc	3690952	3690953	0.92
MTB_anc	3690953	3690954	0.91
MTB_anc	3690954	3690955	0.9
MTB_anc	3690955	3690956	0.89
MTB_anc	3690956	3690957	0.88
MTB_anc	3690957	3690958	0.87
MTB_anc	3690958	3690959	0.86
MTB_anc	3690959	3690960	0.85
MTB_anc	3690960	3690961	0.84
MTB_anc	3690961	3690962	0.83
MTB_anc	3690962	3690963	0.82
MTB_anc	3690963	3690964	0.81
MTB_anc	3690964	3690965	0.8
MTB_anc	3690965	3690966	0.79
MTB_anc	3690966	3690967	0.78
MTB_anc	3690967	3690968	0.77
MTB_anc	3690968	3690969	0.76
MTB_anc	3690969	3690970	0.75
MTB_anc	3690970	3690995	0.74
MTB_anc	3690995	3690996	0.75
MTB_anc	3690996	3690997	0.76
MTB_anc	3690997	3690998	0.77
MTB_anc	3690998	3690999	0.78
MTB_anc	3690999	3691000	0.79
MTB_anc	3691000	3691001	0.8
MTB_anc	3691001	3691002	0.81
MTB_anc	3691002	3691021	0.82
MTB_anc	3691021	3691022	0.81
MTB_anc	3691022	3691023	0.8
MTB_anc	3691023	3691024	0.79
MTB_anc	3691024	3691025	0.78
MTB_anc	3691025	3691026	0.77
MTB_anc	3691026	3691027	0.76
MTB_anc	3691027	3691028	0.75
MTB_anc	3691028	3691053	0.74
MTB_anc	3691053	3691054	0.75
MTB_anc	3691054	3691055	0.76
MTB_anc	3691055	3691056	0.77
MTB_anc	3691056	3691057	0.78
MTB_anc	3691057	3691058	0.79
MTB_anc	3691058	3691059	0.8
MTB_anc	3691059	3691060	0.81
MTB_anc	3691060	3691061	0.82
MTB_anc	3691061	3691062	0.83
MTB_anc	3691062	3691063	0.84
MTB_anc	3691063	3691064	0.85
MTB_anc	3691064	3691065	0.86
MTB_anc	3691065	3691066	0.87
MTB_anc	3691066	3691067	0.88
MTB_anc	3691067	3691068	0.89
MTB_anc	3691068	3691069	0.9
MTB_anc	3691069	3691070	0.91
MTB_anc	3691070	3691071	0.92
MTB_anc	3691071	3691072	0.93
MTB_anc	3691072	3691073	0.94
MTB_anc	3691073	3691074	0.95
MTB_anc	3691074	3691075	0.96
MTB_anc	3691075	3691076	0.97
MTB_anc	3691076	3691077	0.98
MTB_anc	3691077	3691078	0.99
MTB_anc	3691078	3704904	1
MTB_anc	3704904	3704942	0.99
MTB_anc	3704942	3704954	0.98
MTB_anc	3704954	3704992	0.99
MTB_anc	3704992	3707578	1
MTB_anc	3707578	3707579	0.99
MTB_anc	3707579	3707580	0.98
MTB_anc	3707580	3707581	0.97
MTB_anc	3707581	3707582	0.96
MTB_anc	3707582	3707583	0.95
MTB_anc	3707583	3707584	0.94
MTB_anc	3707584	3707585	0.93
MTB_anc	3707585	3707628	0.92
MTB_anc	3707628	3707629	0.93
MTB_anc	3707629	3707630	0.94
MTB_anc	3707630	3707631	0.95
MTB_anc	3707631	3707632	0.96
MTB_anc	3707632	3707633	0.97
MTB_anc	3707633	3707634	0.98
MTB_anc	3707634	3707635	0.99
MTB_anc	3707635	3710375	1
MTB_anc	3710375	3710376	0.99
MTB_anc	3710376	3710377	0.97
MTB_anc	3710377	3710378	0.96
MTB_anc	3710378	3710379	0.94
MTB_anc	3710379	3710380	0.92
MTB_anc	3710380	3710381	0.9
MTB_anc	3710381	3710382	0.88
MTB_anc	3710382	3710383	0.86
MTB_anc	3710383	3710384	0.84
MTB_anc	3710384	3710385	0.82
MTB_anc	3710385	3710386	0.81
MTB_anc	3710386	3710387	0.79
MTB_anc	3710387	3710388	0.77
MTB_anc	3710388	3710389	0.75
MTB_anc	3710389	3710390	0.73
MTB_anc	3710390	3710391	0.71
MTB_anc	3710391	3710392	0.69
MTB_anc	3710392	3710393	0.67
MTB_anc	3710393	3710394	0.66
MTB_anc	3710394	3710395	0.64
MTB_anc	3710395	3710396	0.62
MTB_anc	3710396	3710397	0.6
MTB_anc	3710397	3710398	0.58
MTB_anc	3710398	3710399	0.56
MTB_anc	3710399	3710400	0.54
MTB_anc	3710400	3710401	0.52
MTB_anc	3710401	3710402	0.51
MTB_anc	3710402	3710403	0.49
MTB_anc	3710403	3710404	0.47
MTB_anc	3710404	3710405	0.45
MTB_anc	3710405	3710406	0.43
MTB_anc	3710406	3710407	0.41
MTB_anc	3710407	3710408	0.39
MTB_anc	3710408	3710409	0.37
MTB_anc	3710409	3710410	0.36
MTB_anc	3710410	3710411	0.34
MTB_anc	3710411	3710412	0.32
MTB_anc	3710412	3710413	0.3
MTB_anc	3710413	3710414	0.28
MTB_anc	3710414	3710415	0.26
MTB_anc	3710415	3710416	0.24
MTB_anc	3710416	3710417	0.22
MTB_anc	3710417	3710418	0.21
MTB_anc	3710418	3710419	0.19
MTB_anc	3710419	3710420	0.17
MTB_anc	3710420	3710421	0.15
MTB_anc	3710421	3710422	0.13
MTB_anc	3710422	3710423	0.11
MTB_anc	3710423	3710424	0.093
MTB_anc	3710424	3710425	0.074
MTB_anc	3710425	3710426	0.065
MTB_anc	3710426	3710427	0.063
MTB_anc	3710427	3710428	0.063
MTB_anc	3710428	3711693	0.062
MTB_anc	3711693	3711694	0.063
MTB_anc	3711694	3711695	0.065
MTB_anc	3711695	3711696	0.069
MTB_anc	3711696	3711697	0.073
MTB_anc	3711697	3711698	0.076
MTB_anc	3711698	3711699	0.085
MTB_anc	3711699	3711700	0.094
MTB_anc	3711700	3711701	0.1
MTB_anc	3711701	3711702	0.11
MTB_anc	3711702	3711703	0.12
MTB_anc	3711703	3711704	0.13
MTB_anc	3711704	3711705	0.14
MTB_anc	3711705	3711706	0.15
MTB_anc	3711706	3711707	0.16
MTB_anc	3711707	3711708	0.16
MTB_anc	3711708	3711709	0.17
MTB_anc	3711709	3711710	0.18
MTB_anc	3711710	3711711	0.19
MTB_anc	3711711	3711712	0.2
MTB_anc	3711712	3711713	0.21
MTB_anc	3711713	3711714	0.22
MTB_anc	3711714	3711715	0.23
MTB_anc	3711715	3711716	0.23
MTB_anc	3711716	3711717	0.24
MTB_anc	3711717	3711718	0.25
MTB_anc	3711718	3711719	0.26
MTB_anc	3711719	3711720	0.27
MTB_anc	3711720	3711721	0.28
MTB_anc	3711721	3711722	0.29
MTB_anc	3711722	3711723	0.3
MTB_anc	3711723	3711724	0.3
MTB_anc	3711724	3711725	0.31
MTB_anc	3711725	3711726	0.32
MTB_anc	3711726	3711727	0.33
MTB_anc	3711727	3711728	0.34
MTB_anc	3711728	3711729	0.35
MTB_anc	3711729	3711730	0.36
MTB_anc	3711730	3711731	0.37
MTB_anc	3711731	3711732	0.37
MTB_anc	3711732	3711733	0.38
MTB_anc	3711733	3711734	0.39
MTB_anc	3711734	3711735	0.4
MTB_anc	3711735	3711736	0.41
MTB_anc	3711736	3711737	0.42
MTB_anc	3711737	3711738	0.43
MTB_anc	3711738	3711739	0.44
MTB_anc	3711739	3711740	0.44
MTB_anc	3711740	3711741	0.45
MTB_anc	3711741	3711742	0.46
MTB_anc	3711742	3711743	0.47
MTB_anc	3711743	3711744	0.48
MTB_anc	3711744	3711745	0.48
MTB_anc	3711745	3711746	0.49
MTB_anc	3711746	3711747	0.49
MTB_anc	3711747	3712779	0.5
MTB_anc	3712779	3712780	0.51
MTB_anc	3712780	3712781	0.52
MTB_anc	3712781	3712782	0.53
